0.5,0.027300273
0.75,0.031009259
0.505,0.028123896
0.755,0.029451011
0.51,0.028459838
0.76,0.030409544
0.515,0.028115184
0.765,0.029952571
0.52,0.028378018
0.77,0.03173751
0.525,0.027245563
0.775,0.03050999
0.53,0.027367044
0.25,0.199989734
0,0.199989646
0.78,0.029212223
0.535,0.02826091
0.785,0.030043005
0.54,0.029382862
0.79,0.030095647
0.545,0.027251613
0.795,0.029743725
0.55,0.026255227
0.8,0.029003933
0.555,0.027543292
0.805,0.028464867
0.56,0.026315385
0.565,0.027394382
0.81,0.030504899
0.255,0.200086001
0.005,0.200170844
0.57,0.028982885
0.815,0.030177801
0.575,0.028187709
0.82,0.030768195
0.58,0.027901805
0.825,0.029936199
0.585,0.027164634
0.83,0.030624815
0.59,0.028374603
0.835,0.029301358
0.595,0.027084341
0.84,0.029088141
0.6,0.027965838
0.845,0.029274198
0.26,0.200081943
0.01,0.199990723
0.605,0.027795927
0.85,0.030976038
0.61,0.03073225
0.855,0.031472982
0.615,0.028891208
0.86,0.032080169
0.62,0.027596549
0.865,0.028517665
0.625,0.028503721
0.87,0.028818135
0.63,0.029055735
0.635,0.025753652
0.875,0.030389872
0.015,0.200038941
0.265,0.200247322
0.64,0.029204104
0.88,0.030820855
0.645,0.027887273
0.885,0.028867469
0.65,0.028398287
0.89,0.032053583
0.655,0.026919515
0.895,0.031308627
0.66,0.028309737
0.9,0.032010564
0.665,0.028472076
0.905,0.029886717
0.67,0.028413469
0.91,0.030538975
0.02,0.200056071
0.27,0.200069582
0.675,0.029619736
0.915,0.029359796
0.68,0.03097033
0.92,0.028172305
0.685,0.029696756
0.925,0.028500722
0.69,0.02875616
0.93,0.028543952
0.695,0.027330572
0.935,0.026620095
0.7,0.027847288
0.94,0.028737535
0.705,0.028621732
0.945,0.029167211
0.025,0.199991913
0.275,0.200065404
0.71,0.028408349
0.95,0.02755644
0.715,0.02744459
0.955,0.028107805
0.72,0.029096207
0.96,0.02816105
0.725,0.030647808
0.965,0.029018231
0.73,0.028368085
0.97,0.028426997
0.735,0.031631067
0.975,0.029502913
0.74,0.029070586
0.98,0.030561029
0.03,0.200139606
0.28,0.200015342
0.745,0.029680149
0.985,0.02606596
0.99,0.019368573
0.995,0.019923215
0.035,0.200012279
0.285,0.199993558
1,0.199999421
0.375,0.028389999
0.38,0.028606785
0.385,0.029756326
0.39,0.031045017
0.04,0.199994968
0.29,0.200077154
0.395,0.028875503
0.4,0.028963736
0.31,0.199990451
0.405,0.029968022
0.41,0.029300682
0.415,0.028204529
0.42,0.030441858
0.425,0.02922789
0.045,0.200000966
0.295,0.200010415
0.43,0.029587612
0.435,0.027811887
0.315,0.199997747
0.44,0.030481084
0.445,0.029603733
0.45,0.028916957
0.455,0.030242185
0.46,0.029062409
0.05,0.200023338
0.3,0.19999579
0.465,0.031256672
0.47,0.028004012
0.32,0.199996012
0.475,0.029614786
0.48,0.029161471
0.485,0.027848186
0.49,0.029275585
0.495,0.028693287
0.055,0.200000515
0.305,0.200003411
0.34,0.028415285
0.345,0.027739373
0.325,0.199991603
0.35,0.028608619
0.355,0.029515488
0.36,0.030357279
0.365,0.028741845
0.125,0.200113506
0.06,0.199992481
0.37,0.030625915
0.33,0.19999632
0.335,0.018020794
0.13,0.200007253
0.065,0.199987715
0.185,0.200008871
0.155,0.200022458
0.135,0.200038564
0.07,0.200019172
0.19,0.200007431
0.16,0.200007955
0.14,0.19999555
0.075,0.199996109
0.195,0.200014128
0.165,0.199999783
0.145,0.199993417
0.08,0.200017405
0.2,0.200049038
0.17,0.200050393
0.15,0.200015377
0.085,0.199989108
0.205,0.200066259
0.175,0.200086385
0.09,0.199998142
0.21,0.200004649
0.18,0.199991872
0.095,0.200005196
0.215,0.200019664
0.1,0.200007355
0.22,0.199994561
0.105,0.200016963
0.225,0.200007306
0.11,0.200007338
0.23,0.199985696
0.115,0.200007387
0.235,0.200017595
0.12,0.199994807
0.24,0.200006638
0.245,0.200023681
